Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"FUmanoids Code Release 2012","RoboCup 2013: Robot World Cup XVII","","","","10.1007/978-3-662-44468-9_55","Daniel SeifertRaúl Rojas","2014","http://link.springer.com/chapter/10.1007/978-3-662-44468-9_55","Chapter"
"Context Aware and Adaptive Systems","Context in Computing","","","","10.1007/978-1-4939-1887-4_5","Alan ColmanMahmoud HusseinJun HanMalinda Kapuruge","2014","http://link.springer.com/chapter/10.1007/978-1-4939-1887-4_5","Chapter"
"Surface Applications for Security Analysis","Collaboration Meets Interactive Spaces","","","","10.1007/978-3-319-45853-3_17","Judith M. BrownJeff WilsonPeter SimonyiMiran MirzaRobert Biddle","2016","http://link.springer.com/chapter/10.1007/978-3-319-45853-3_17","Chapter"
"Development of Science Gateways Using QCG — Lessons Learned from the Deployment on Large Scale Distributed and HPC Infrastructures","Journal of Grid Computing","","14","4","10.1007/s10723-016-9384-9","T. PiontekB. BosakM. CiżnickiP. GrabowskiP. KoptaM. KulczewskiD. SzejnfeldK. Kurowski","2016","http://link.springer.com/article/10.1007/s10723-016-9384-9","Article"
"Semantic Matching of Components at Run-Time in Distributed Environments","On the Move to Meaningful Internet Systems: OTM 2015 Workshops","","","","10.1007/978-3-319-26138-6_46","Javier CriadoLuis IribarneNicolás PadillaRosa Ayala","2015","http://link.springer.com/chapter/10.1007/978-3-319-26138-6_46","Chapter"
"KINterestTV - Towards Non–invasive Measure of User Interest While Watching TV","Innovative and Creative Developments in Multimodal Interaction Systems","","","","10.1007/978-3-642-55143-7_8","Julien LeroyFrançois RoccaMatei MancasRadhwan Ben MadhkourFabien GrisardTomas KliegrJaroslav KucharJakub VitIvan PirnerPetr Zimmermann","2014","http://link.springer.com/chapter/10.1007/978-3-642-55143-7_8","Chapter"
"Middleware Support for Self-aware Computing Systems","Self-aware Computing Systems","","","","10.1007/978-3-319-39675-0_11","Jennifer SimonjanBernhard DieberBernhard Rinner","2016","http://link.springer.com/chapter/10.1007/978-3-319-39675-0_11","Chapter"
"Patient Centric Ontology for Telehealth Domain","Inclusive Smart Cities and e-Health","","","","10.1007/978-3-319-19312-0_20","Daniel Bjerring JørgensenKasper HallenborgYves Demazeau","2015","http://link.springer.com/chapter/10.1007/978-3-319-19312-0_20","Chapter"
"ROS-I Interface for COMAU Robots","Simulation, Modeling, and Programming for Autonomous Robots","","","","10.1007/978-3-319-11900-7_21","Stefano MichielettoElisa ToselloFabrizio RomanelliValentina FerraraEmanuele Menegatti","2014","http://link.springer.com/chapter/10.1007/978-3-319-11900-7_21","Chapter"
"Development of a Virtual Simulator for Microanastomosis: New Opportunities and Challenges","Augmented Reality, Virtual Reality, and Computer Graphics","","","","10.1007/978-3-319-40651-0_6","Valerio De LucaAntonio MeoAntonio MongelliPietro VecchioLucio T. De Paolis","2016","http://link.springer.com/chapter/10.1007/978-3-319-40651-0_6","Chapter"
"One IoT: an IoT protocol and framework for OEMs to make IoT-enabled devices forward compatible","Journal of Reliable Intelligent Environments","","2","3","10.1007/s40860-016-0027-5","Gourinath BandaChaitanya Krishna BommakantiHarsh Mohan","2016","http://link.springer.com/article/10.1007/s40860-016-0027-5","Article"
"An Embodied AI Approach to Individual Differences: Supporting Self-Efficacy in Diabetic Children with an Autonomous Robot","Social Robotics","","","","10.1007/978-3-319-25554-5_40","Matthew LewisElettra OleariClara PozziLola Cañamero","2015","http://link.springer.com/chapter/10.1007/978-3-319-25554-5_40","Chapter"
"GeosensorBase: Integrating and Managing Huge Number of Heterogeneous Sensors Using Sensor Adaptors and Extended SQL Querying","Web and Wireless Geographical Information Systems","","","","10.1007/978-3-642-55334-9_7","Min Soo KimChung Ho LeeIn Sung JangKi-Joune Li","2014","http://link.springer.com/chapter/10.1007/978-3-642-55334-9_7","Chapter"
"KeJia Robot–An Attractive Shopping Mall Guider","Social Robotics","","","","10.1007/978-3-319-25554-5_15","Yingfeng ChenFeng WuWei ShuaiNingyang WangRongya ChenXiaoping Chen","2015","http://link.springer.com/chapter/10.1007/978-3-319-25554-5_15","Chapter"
"SenseCare: Towards an Experimental Platform for Home-Based, Visualisation of Emotional States of People with Dementia","Advanced Visual Interfaces. Supporting Big Data Applications","","","","10.1007/978-3-319-50070-6_5","Felix EngelRaymond BondAlfie KearyMaurice MulvennaPaul WalshHuiru ZhengHaiying WangUlrich KowohlMatthias Hemmje","2016","http://link.springer.com/chapter/10.1007/978-3-319-50070-6_5","Chapter"
"Design of a Kiosk Type Healthcare Robot System for Older People in Private and Public Places","Simulation, Modeling, and Programming for Autonomous Robots","","","","10.1007/978-3-319-11900-7_49","Ho Seok AhnI-Han KuoChandan DattaRebecca StaffordNgaire KerseKathy PeriElizabeth BroadbentBruce A. MacDonald","2014","http://link.springer.com/chapter/10.1007/978-3-319-11900-7_49","Chapter"
"Cat King’s Metamorphosis","Games for Training, Education, Health and Sports","","","","10.1007/978-3-319-05972-3_3","Heinrich SöbkeEva ChanRaban von ButtlarJessica Große-WortmannJörg Londong","2014","http://link.springer.com/chapter/10.1007/978-3-319-05972-3_3","Chapter"
"High-Level Internet of Things Applications Development Using Wireless Sensor Networks","Internet of Things","","","","10.1007/978-3-319-04223-7_4","Zhenyu SongMihai T. LazarescuRiccardo TomasiLuciano LavagnoMaurizio A. Spirito","2014","http://link.springer.com/chapter/10.1007/978-3-319-04223-7_4","Chapter"
"All Bent Out…","Robotic Fabrication in Architecture, Art and Design 2014","","","","10.1007/978-3-319-04663-1_21","Thibault SchwartzJoshua BardMadeline GanonZack Jacobson-WeaverMichael JeffersRichard Tursky","2014","http://link.springer.com/chapter/10.1007/978-3-319-04663-1_21","Chapter"
"Simulating Human-Robot Interactions for Dialogue Strategy Learning","Simulation, Modeling, and Programming for Autonomous Robots","","","","10.1007/978-3-319-11900-7_6","Grégoire MilliezEmmanuel FerreiraMichelangelo FioreRachid AlamiFabrice Lefèvre","2014","http://link.springer.com/chapter/10.1007/978-3-319-11900-7_6","Chapter"
"RAN-Map: a system for automatically producing API layers from RDF schemas","Journal of Ambient Intelligence and Humanized Computing","","8","2","10.1007/s12652-016-0394-z","Daniele TotiMarco Rinelli","2017","http://link.springer.com/article/10.1007/s12652-016-0394-z","Article"
"A Proactive Stateful Firewall for Software Defined Networking","Risks and Security of Internet and Systems","","","","10.1007/978-3-319-54876-0_10","Salaheddine ZerkaneDavid EspesPhilippe Le ParcFrederic Cuppens","2017","http://link.springer.com/chapter/10.1007/978-3-319-54876-0_10","Chapter"
"A Long and Winding Road Towards Modular Synthesis","Leveraging Applications of Formal Methods, Verification and Validation: Foundational Techniques","","","","10.1007/978-3-319-47166-2_21","George T. HeinemanJan BessaiBoris DüdderJakob Rehof","2016","http://link.springer.com/chapter/10.1007/978-3-319-47166-2_21","Chapter"
"Case Study: Virtual World Engine Staging a Pervasive Game","A Survey of Characteristic Engine Features for Technology-Sustained Pervasive Games","","","","10.1007/978-3-319-17632-1_3","Kim J. L. Nevelsteen","2015","http://link.springer.com/chapter/10.1007/978-3-319-17632-1_3","Chapter"
"A rule triggering system for automatic text-to-sign translation","Universal Access in the Information Society","","15","4","10.1007/s10209-015-0413-4","Michael FilholMohamed N. HadjadjBenoît Testu","2016","http://link.springer.com/article/10.1007/s10209-015-0413-4","Article"
"A Dynamic Data Warehousing Platform for Creating and Accessing Biomedical Data Lakes","Data Management and Analytics for Medicine and Healthcare","","","","10.1007/978-3-319-57741-8_7","Pradeeban KathiraveluAshish Sharma","2017","http://link.springer.com/chapter/10.1007/978-3-319-57741-8_7","Chapter"
"IoT Protocol Stack: A Layered View","Internet of Things  From Hype to Reality","","","","10.1007/978-3-319-44860-2_5","Ammar RayesSamer Salam","2017","http://link.springer.com/chapter/10.1007/978-3-319-44860-2_5","Chapter"
"SAT based enforcement of domotic effects in smart environments","Journal of Ambient Intelligence and Humanized Computing","","5","4","10.1007/s12652-013-0183-x","Fulvio CornoFaisal Razzak","2014","http://link.springer.com/article/10.1007/s12652-013-0183-x","Article"
"Neurotechnology-Centered Convergence","Handbook of Science and Technology Convergence","","","","10.1007/978-3-319-07052-0_21","Zack Lynch","2016","http://link.springer.com/referenceworkentry/10.1007/978-3-319-07052-0_21","ReferenceWorkEntry"
"CompatibleOne: The Open Source Cloud Broker","Journal of Grid Computing","","12","1","10.1007/s10723-013-9285-0","Sami YanguiIain-James MarshallJean-Pierre LaisneSamir Tata","2014","http://link.springer.com/article/10.1007/s10723-013-9285-0","Article"
"Information and Expertise Sharing in Inter-Organizational Crisis Management","Computer Supported Cooperative Work (CSCW)","","23","4 - 6","10.1007/s10606-014-9205-2","Benedikt LeyThomas LudwigVolkmar PipekDave RandallChristian ReuterTorben Wiedenhoefer","2014","http://link.springer.com/article/10.1007/s10606-014-9205-2","Article"
"A Cloud-Assisted Wearable System for Physical Rehabilitation","ICTs for Improving Patients Rehabilitation Research Techniques","","","","10.1007/978-3-662-48645-0_15","Giancarlo FortinoRaffaele Gravina","2015","http://link.springer.com/chapter/10.1007/978-3-662-48645-0_15","Chapter"
"An analysis of distance estimation to detect proximity in social interactions","Journal of Ambient Intelligence and Humanized Computing","","5","3","10.1007/s12652-012-0171-6","Venet OsmaniIacopo CarrerasAleksandar MaticPiret Saar","2014","http://link.springer.com/article/10.1007/s12652-012-0171-6","Article"
"A Resource Oriented Framework for Service Choreography over Wireless Sensor and Actor Networks","International Journal of Wireless Information Networks","","23","3","10.1007/s10776-016-0316-1","Clément DuhartPierre SauvageCyrille Bertelle","2016","http://link.springer.com/article/10.1007/s10776-016-0316-1","Article"
"Timeliner: Supporting Collaborative Scientific Writing","New Horizons in Web Based Learning","","","","10.1007/978-3-662-43454-3_2","Vladimir TombergDavid LamasMart LaanpereMartin Sillaots","2014","http://link.springer.com/chapter/10.1007/978-3-662-43454-3_2","Chapter"
"A Framework for Model-Driven Execution of Collaboration Structures","Advanced Information Systems Engineering","","","","10.1007/978-3-319-39696-5_2","Christoph Mayr-DornSchahram Dustdar","2016","http://link.springer.com/chapter/10.1007/978-3-319-39696-5_2","Chapter"
"Toward an intuitive sign language animation authoring system for the deaf","Universal Access in the Information Society","","15","4","10.1007/s10209-015-0409-0","Alexis HeloirFabrizio Nunnari","2016","http://link.springer.com/article/10.1007/s10209-015-0409-0","Article"
"The Essential Components of a Successful Galaxy Service","Journal of Grid Computing","","14","4","10.1007/s10723-016-9379-6","Annette McGrathSteve McMahonSean LiJoel LudbeyTim Ho","2016","http://link.springer.com/article/10.1007/s10723-016-9379-6","Article"
"Technical Challenges Towards an AAL Large Scale Deployment","Inclusive Smart Cities and e-Health","","","","10.1007/978-3-319-19312-0_1","Joaquim BellmuntThibaut TiberghienMounir MokhtariHamdi AloulouRomain Endelin","2015","http://link.springer.com/chapter/10.1007/978-3-319-19312-0_1","Chapter"
"On Some Information Geometric Approaches to Cyber Security","Operations Research, Engineering, and Cyber Security","","","","10.1007/978-3-319-51500-7_9","C. T. J. Dodson","2017","http://link.springer.com/chapter/10.1007/978-3-319-51500-7_9","Chapter"
"How to Control a Mobile Game","Computers Helping People with Special Needs","","","","10.1007/978-3-319-41264-1_71","Krzysztof DoboszJakub Ptak","2016","http://link.springer.com/chapter/10.1007/978-3-319-41264-1_71","Chapter"
"SOA Applied: Engineering Software as Processing Unit of a Serious Game","Games and Learning Alliance","","","","10.1007/978-3-319-50182-6_16","Daniel SchwarzHeinrich SöbkeAndreas F. HofmannGerald AngermairLars SchnatmannJörg Londong","2016","http://link.springer.com/chapter/10.1007/978-3-319-50182-6_16","Chapter"
"An Adaptable Infrastructure to Generate Training Datasets for Decompilation Issues","New Perspectives in Information Systems and Technologies, Volume 2","","","","10.1007/978-3-319-05948-8_9","Javier EscaladaFranciso Ortin","2014","http://link.springer.com/chapter/10.1007/978-3-319-05948-8_9","Chapter"
"A common approach to intelligent energy and mobility services in a smart city environment","Journal of Ambient Intelligence and Humanized Computing","","6","3","10.1007/s12652-015-0263-1","Marco LützenbergerNils MasuchTobias KüsterDaniel FreundMarcus VoßChristopher-Eyk HrabiaDenis PozoJohannes FähndrichFrank TrollmannJan KeiserSahin Albayrak","2015","http://link.springer.com/article/10.1007/s12652-015-0263-1","Article"
"Elementary? Question answering, IBM’s Watson, and the Jeopardy! challenge","Resonance","","19","3","10.1007/s12045-014-0029-7","Raman Chandrasekar","2014","http://link.springer.com/article/10.1007/s12045-014-0029-7","Article"
"Multi-objective code-smells detection using good and bad design examples","Software Quality Journal","","","","10.1007/s11219-016-9309-7","Usman MansoorMarouane KessentiniBruce R. MaximKalyanmoy Deb","2016","http://link.springer.com/article/10.1007/s11219-016-9309-7","Article"
"Considerations about quality in model-driven engineering","Software Quality Journal","","","","10.1007/s11219-016-9350-6","Fáber D. GiraldoSergio EspañaÓscar PastorWilliam J. Giraldo","2016","http://link.springer.com/article/10.1007/s11219-016-9350-6","Article"
"A Review of Extant M&S Literature Through Journal Profiling and Co-citation Analysis","Concepts and Methodologies for Modeling and Simulation","","","","10.1007/978-3-319-15096-3_15","Navonil MustafeeKorina KatsaliakiPaul Fishwick","2015","http://link.springer.com/chapter/10.1007/978-3-319-15096-3_15","Chapter"
"Panic Room: Experiencing Overload and Having Fun in the Process","Distributed, Ambient, and Pervasive Interactions","","","","10.1007/978-3-319-07788-8_23","Björn BankowskiThiemo ClausenDirk EhmenMaximilian ErnestusHenning HasemannTobias JuraAlexander KröllerDominik KrupkeMarco Nikander","2014","http://link.springer.com/chapter/10.1007/978-3-319-07788-8_23","Chapter"
"Measuring the Student’s Success Rate Using a Constraint Based Multi-modal Virtual Assembly Environment","Augmented and Virtual Reality","","","","10.1007/978-3-319-13969-2_4","Inam Ur RehmanSehat UllahIhsan Rabbi","2014","http://link.springer.com/chapter/10.1007/978-3-319-13969-2_4","Chapter"
"Criticality assessment of terrorism related events at different time scales","Journal of Ambient Intelligence and Humanized Computing","","8","1","10.1007/s12652-016-0416-x","Raul SormaniFrancesco ArchettiIlaria Giordani","2017","http://link.springer.com/article/10.1007/s12652-016-0416-x","Article"
"A model for learning objects adaptation in light of mobile and context-aware computing","Personal and Ubiquitous Computing","","20","2","10.1007/s00779-016-0902-3","Márcia AbechCristiano André da CostaJorge Luis Victória BarbosaSandro José RigoRodrigo da Rosa Righi","2016","http://link.springer.com/article/10.1007/s00779-016-0902-3","Article"
"A Cost-Efficient Tele-rehabilitation Device for Training Distal Upper Limb Functions After Stroke","ICTs for Improving Patients Rehabilitation Research Techniques","","","","10.1007/978-3-662-48645-0_8","Patrick WeissAlexander GabrechtMarcus HeldmannAchim SchweikardErik Maehle","2015","http://link.springer.com/chapter/10.1007/978-3-662-48645-0_8","Chapter"
"Integration of the ROS Framework in Soccer Robotics: The NAO Case","RoboCup 2013: Robot World Cup XVII","","","","10.1007/978-3-662-44468-9_63","Leonardo Leottau ForeroJosé Miguel YáñezJavier Ruiz-del-Solar","2014","http://link.springer.com/chapter/10.1007/978-3-662-44468-9_63","Chapter"
"EMMEL: a framework for historical manuscript analysis and presentation","Universal Access in the Information Society","","13","2","10.1007/s10209-013-0298-z","Y. LiangR. M. GuestM. C. FairhurstL. HeutteS. NicolasA. BurnettT. Palfray","2014","http://link.springer.com/article/10.1007/s10209-013-0298-z","Article"
"SpecQua: Towards a Framework for Requirements Specifications with Increased Quality","Enterprise Information Systems","","","","10.1007/978-3-319-22348-3_15","Alberto Rodrigues da Silva","2015","http://link.springer.com/chapter/10.1007/978-3-319-22348-3_15","Chapter"
"UAVision: A Modular Time-Constrained Vision Library for Soccer Robots","RoboCup 2014: Robot World Cup XVIII","","","","10.1007/978-3-319-18615-3_40","Alina TrifanAntónio J. R. NevesBernardo CunhaJosé Luís Azevedo","2015","http://link.springer.com/chapter/10.1007/978-3-319-18615-3_40","Chapter"
"Extracting and Modeling Design Defects Using Gradual Rules and UML Profile","Computer Science and Its Applications","","","","10.1007/978-3-319-19578-0_47","Mohamed MaddehSarra Ayouni","2015","http://link.springer.com/chapter/10.1007/978-3-319-19578-0_47","Chapter"
"A Constraint Based Motion Optimization System for Quality Inspection Process Improvement","Simulation, Modeling, and Programming for Autonomous Robots","","","","10.1007/978-3-319-11900-7_46","Nicolò BoscoloElisa ToselloStefano TonelloMatteo FinottoRoberto BortolettoEmanuele Menegatti","2014","http://link.springer.com/chapter/10.1007/978-3-319-11900-7_46","Chapter"
"Enhancing collaborative learning in Web 2.0-based e-learning systems: A design framework for building collaborative e-learning contents","Education and Information Technologies","","","","10.1007/s10639-016-9545-2","Abderrahim El MhoutiAzeddine NassehMohamed ErradiJosé Marfa Vasquèz","2016","http://link.springer.com/article/10.1007/s10639-016-9545-2","Article"
"BOEUF: A Unified Framework for Modeling and Designing Digital Orchestras","Music, Mind, and Embodiment","","","","10.1007/978-3-319-46282-0_10","Florent BerthautLuke Dahl","2016","http://link.springer.com/chapter/10.1007/978-3-319-46282-0_10","Chapter"
"Dynamic Multi-Objective Optimization with jMetal and Spark: A Case Study","Machine Learning, Optimization, and Big Data","","","","10.1007/978-3-319-51469-7_9","José A. CorderoAntonio J. NebroCristóbal Barba-GonzálezJuan J. DurilloJosé García-NietoIsmael Navas-DelgadoJosé F. Aldana-Montes","2016","http://link.springer.com/chapter/10.1007/978-3-319-51469-7_9","Chapter"
"Social-Task Learning for HRI","Social Robotics","","","","10.1007/978-3-319-25554-5_47","Anis NajarOlivier SigaudMohamed Chetouani","2015","http://link.springer.com/chapter/10.1007/978-3-319-25554-5_47","Chapter"
"A Reactive Competitive Emotion Selection System","Social Robotics","","","","10.1007/978-3-319-25554-5_4","Julian M. Angel FernandezAndrea BonariniLola Cañamero","2015","http://link.springer.com/chapter/10.1007/978-3-319-25554-5_4","Chapter"
"Overcrowding detection in indoor events using scalable technologies","Personal and Ubiquitous Computing","","","","10.1007/s00779-017-1012-6","Unai Lopez-NovoaUnai AguileraMikel EmaldiDiego López-de-IpiñaIker Pérez-de-AlbenizDavid ValerdiIbai IturrichaEneko Arza","2017","http://link.springer.com/article/10.1007/s00779-017-1012-6","Article"
"Intelligent Augmented Reality Training for Motherboard Assembly","International Journal of Artificial Intelligence in Education","","25","1","10.1007/s40593-014-0032-x","Giles WesterfieldAntonija MitrovicMark Billinghurst","2015","http://link.springer.com/article/10.1007/s40593-014-0032-x","Article"
"Trust Driven Strategies for Privacy by Design","Trust Management IX","","","","10.1007/978-3-319-18491-3_5","Thibaud AntignacDaniel Le Métayer","2015","http://link.springer.com/chapter/10.1007/978-3-319-18491-3_5","Chapter"
"A Requirements Negotiation Process Model that Integrates EasyWinWin with Quality Assurance and Multi-Criteria Preference Techniques","Arabian Journal for Science and Engineering","","39","6","10.1007/s13369-014-1150-3","Hazrina Binti SofianSiti Salwah Binti SalimSeyed Reza Shahamiri","2014","http://link.springer.com/article/10.1007/s13369-014-1150-3","Article"
"SimSpark: An Open Source Robot Simulator Developed by the RoboCup Community","RoboCup 2013: Robot World Cup XVII","","","","10.1007/978-3-662-44468-9_59","Yuan XuHedayat Vatankhah","2014","http://link.springer.com/chapter/10.1007/978-3-662-44468-9_59","Chapter"
"Multi-modal control framework for a semi-autonomous wheelchair using modular sensor designs","Intelligent Service Robotics","","7","3","10.1007/s11370-014-0149-7","Dmitry SinyukovRoss DesmondMatthew DickermanJames FlemingJerome SchaufeldTaskin Padir","2014","http://link.springer.com/article/10.1007/s11370-014-0149-7","Article"
"Lowering the Barrier for Crowdsensing Application Development","Mobile Computing, Applications, and Services","","","","10.1007/978-3-319-05452-0_1","Scott HeggenAmul AdagaleJamie Payton","2014","http://link.springer.com/chapter/10.1007/978-3-319-05452-0_1","Chapter"
"Models in the Design of Context-Aware Well-Being Applications","On the Move to Meaningful Internet Systems: OTM 2014 Workshops","","","","10.1007/978-3-662-45550-0_6","Steven BosemsMarten van Sinderen","2014","http://link.springer.com/chapter/10.1007/978-3-662-45550-0_6","Chapter"
"Concluding Remarks: New Pathways","Designing Socially Embedded Technologies in the Real-World","","","","10.1007/978-1-4471-6720-4_17","Volker WulfKjeld SchmidtDavid Randall","2015","http://link.springer.com/chapter/10.1007/978-1-4471-6720-4_17","Chapter"
"WISEngineering: Achieving Scalability and Extensibility in Massive Online Learning","Web Information Systems Engineering – WISE 2015","","","","10.1007/978-3-319-26190-4_22","Xiang FuTyler BeffermanJennie ChiuM. D. Burghardt","2015","http://link.springer.com/chapter/10.1007/978-3-319-26190-4_22","Chapter"
"Research on Building and Analysis for Attribute Model in Quality Evaluation of Domain Software","Human Centered Computing","","","","10.1007/978-3-319-31854-7_74","Jian SuLu HanYue LiShufen LiuZhilin YaoTie Bao","2016","http://link.springer.com/chapter/10.1007/978-3-319-31854-7_74","Chapter"
"Remember That Time? Telling Interesting Stories from Past Interactions","Interactive Storytelling","","","","10.1007/978-3-319-27036-4_9","Morteza BehroozReid SwansonArnav Jhala","2015","http://link.springer.com/chapter/10.1007/978-3-319-27036-4_9","Chapter"
"Engineering a Cyber-Physical Intersection Management – An Experience Report","Ambient Intelligence","","","","10.1007/978-3-319-56997-0_2","Florian WesslingStefan GriesJulius OlleschMarc HeseniusVolker Gruhn","2017","http://link.springer.com/chapter/10.1007/978-3-319-56997-0_2","Chapter"
"Environment Modelling for Spatial Load Forecasting","Agent Environments for Multi-Agent Systems IV","","","","10.1007/978-3-319-23850-0_12","Ander PijoanOihane Kamara-EstebanCruz E. Borges","2015","http://link.springer.com/chapter/10.1007/978-3-319-23850-0_12","Chapter"
"Information Retrieval for Young Users","Search Engines for Children","","","","10.1007/978-3-658-12069-6_2","Tatiana Gossen","2015","http://link.springer.com/chapter/10.1007/978-3-658-12069-6_2","Chapter"
"Embedding Intelligent Tutoring Systems in MOOCs and e-Learning Platforms","Intelligent Tutoring Systems","","","","10.1007/978-3-319-39583-8_49","Vincent AlevenJonathan SewallOctav PopescuMichael RingenbergMartin van VelsenSandra Demi","2016","http://link.springer.com/chapter/10.1007/978-3-319-39583-8_49","Chapter"
"NoStop: An Open Source Framework for Design and Test of Coordination Protocol for Asymmetric Threats Protection in Marine Environment","Modelling and Simulation for Autonomous Systems","","","","10.1007/978-3-319-47605-6_14","Simone NardiLucia Pallottino","2016","http://link.springer.com/chapter/10.1007/978-3-319-47605-6_14","Chapter"
"An Exercise Assistant for Practical Networking and IT Security Courses in Higher Education","Computer Supported Education","","","","10.1007/978-3-319-25768-6_6","Jens HaagStefan KarschHarald VrankenMarko Van Eekelen","2015","http://link.springer.com/chapter/10.1007/978-3-319-25768-6_6","Chapter"
"$$\partial u\partial u$$
                 Multi-Tenanted Framework: Distributed Near Duplicate Detection for Big Data","On the Move to Meaningful Internet Systems: OTM 2015 Conferences","","","","10.1007/978-3-319-26148-5_14","Pradeeban KathiraveluHelena GalhardasLuís Veiga","2015","http://link.springer.com/chapter/10.1007/978-3-319-26148-5_14","Chapter"
"Endogenously Emergent Information Systems","Complexity in Information Systems Development","","","","10.1007/978-3-319-52593-8_7","J. Iivari","2017","http://link.springer.com/chapter/10.1007/978-3-319-52593-8_7","Chapter"
"Gamification Behind the Scenes","Computer Supported Education","","","","10.1007/978-3-319-29585-5_16","Kay Berkling","2016","http://link.springer.com/chapter/10.1007/978-3-319-29585-5_16","Chapter"
"Mediating Citizen-Sourcing of Open Government Applications – A Design Science Approach","Electronic Government","","","","10.1007/978-3-319-22479-4_9","Mai Abu-El SeoudRalf Klischewski","2015","http://link.springer.com/chapter/10.1007/978-3-319-22479-4_9","Chapter"
"Cloud-Based Decision Support Ecosystem for Renewable Energy Providers","Technological Innovation for Cloud-Based Engineering Systems","","","","10.1007/978-3-319-16766-4_43","Ioana Andreea StănescuAntoniu ŞtefanFlorin Gheorghe Filip","2015","http://link.springer.com/chapter/10.1007/978-3-319-16766-4_43","Chapter"
"A Grammar-Based Framework for Rehabilitation Exergames","Entertainment Computing - ICEC 2016","","","","10.1007/978-3-319-46100-7_4","Victor Fernandez-CervantesEleni StrouliaBenjamin Hunter","2016","http://link.springer.com/chapter/10.1007/978-3-319-46100-7_4","Chapter"
"Context-aware and automatic configuration of mobile devices in cloud-enabled ubiquitous computing","Personal and Ubiquitous Computing","","18","4","10.1007/s00779-013-0698-3","Tor-Morten GrønliGheorghita GhineaMuhammad Younas","2014","http://link.springer.com/article/10.1007/s00779-013-0698-3","Article"
"Multi-agent Environment Exploration with AR.Drones","Advances in Autonomous Robotics Systems","","","","10.1007/978-3-319-10401-0_6","Richard WilliamsBoris KonevFrans Coenen","2014","http://link.springer.com/chapter/10.1007/978-3-319-10401-0_6","Chapter"
"A Platform for Building Mobile Virtual Humans","Intelligent Virtual Agents","","","","10.1007/978-3-319-21996-7_33","Andrew W. FengAnton LeuskiStacy MarsellaDan CasasSin-Hwa KangAri Shapiro","2015","http://link.springer.com/chapter/10.1007/978-3-319-21996-7_33","Chapter"
"Workflows for Ultra-High Resolution 3D Models of the Human Brain on Massively Parallel Supercomputers","Brain-Inspired Computing","","","","10.1007/978-3-319-50862-7_2","Hartmut MohlbergBastian TweddellThomas LippertKatrin Amunts","2016","http://link.springer.com/chapter/10.1007/978-3-319-50862-7_2","Chapter"
"A Multi-lingual Evaluation of the vAssist Spoken Dialog System. Comparing Disco and RavenClaw","Dialogues with Social Robots","","","","10.1007/978-981-10-2585-3_17","Javier Mikel OlasoPierrick MilhoratJulia HimmelsbachJérôme BoudyGérard CholletStephan SchlöglMaría Inés Torres","2017","http://link.springer.com/chapter/10.1007/978-981-10-2585-3_17","Chapter"
"Collecting Data of SNS User Behavior to Detect Symptoms of Excessive Usage: Development of Data Collection Application","Advances in Ergonomics Modeling, Usability & Special Populations","","","","10.1007/978-3-319-41685-4_9","Ploypailin IntapongTiranee AchalakulMichiko Ohkura","2017","http://link.springer.com/chapter/10.1007/978-3-319-41685-4_9","Chapter"
"Safely Grasping with Complex Dexterous Hands by Tactile Feedback","RoboCup 2014: Robot World Cup XVIII","","","","10.1007/978-3-319-18615-3_27","Jose SanchezSven SchneiderPaul Plöger","2015","http://link.springer.com/chapter/10.1007/978-3-319-18615-3_27","Chapter"
"Self-regulated Learning in Computer Programming: Strategies Students Adopted During an Assignment","Immersive Learning Research Network","","","","10.1007/978-3-319-41769-1_7","Daniela PedrosaJosé CravinoLeonel MorgadoCarlos Barreira","2016","http://link.springer.com/chapter/10.1007/978-3-319-41769-1_7","Chapter"
"A fuzzy ambient intelligent agents approach for monitoring disease progression of dementia patients","Journal of Ambient Intelligence and Humanized Computing","","5","1","10.1007/s12652-012-0135-x","Faiyaz DoctorRahat IqbalRaouf N. G. Naguib","2014","http://link.springer.com/article/10.1007/s12652-012-0135-x","Article"
"Learning analytics tasks as services in smart classrooms","Universal Access in the Information Society","","","","10.1007/s10209-017-0525-0","Jose AguilarManuel SánchezJorge CorderoPriscila Valdiviezo-DíazLuis Barba-GuamánLuis Chamba-Eras","2017","http://link.springer.com/article/10.1007/s10209-017-0525-0","Article"
"NavigTweet: A Visual Tool for Influence-Based Twitter Browsing","New Horizons in Design Science: Broadening the Research Agenda","","","","10.1007/978-3-319-18714-3_12","Chiara FrancalanciAjaz Hussain","2015","http://link.springer.com/chapter/10.1007/978-3-319-18714-3_12","Chapter"
"QoS4IVSaaS: a QoS management framework for intelligent video surveillance as a service","Personal and Ubiquitous Computing","","20","5","10.1007/s00779-016-0945-5","Weishan ZhangPengcheng DuanXiaodan XieFeng XiaQinghua LuXin LiuJiehan Zhou","2016","http://link.springer.com/article/10.1007/s00779-016-0945-5","Article"
"A Versatile Robotic Haptic Stimulator to Study the Influence of Pain on Human Motor Control and Learning","Haptics: Perception, Devices, Control, and Applications","","","","10.1007/978-3-319-42321-0_10","Maxime JeanneretCarlo BagnatoAlessandro Gabriele AllieviEtienne Burdet","2016","http://link.springer.com/chapter/10.1007/978-3-319-42321-0_10","Chapter"
